YORF,05_min,10_min,15_min,20_min,20-bis_min,40_min,60_min,80_min
YPR015C,2.282,1.993,0.144,1.104,0.403,-0.228,-0.13,-1.07
YNL312W,-0.327,0.334,-0.113,-0.357,-0.91,0.281,-0.093,-0.681
YOR255W,1.071,0.794,-1.305,1.364,-2.17,-0.613,-4.524,-0.634
YLR104W,-0.244,0.817,-0.062,0.37,-0.375,0.21,0.109,-0.3
YOR124C,0.423,0.441,1.1875,1.375,1.083,0.846,0.8,0.2665
YOR173W,2.674,4.2285,3.872,3.038,2.477,1.749,1.9385,1.8015
YBL086C,1.401,1.451,1.374,1.2441,1.076,0.284,0.12,0.027
YOL144W,-1.214,-2.568,-2.687,-2.277,-1.883,-1.504,-0.622,-0.449
YBL089W,-0.473,-0.366,0.028,-0.311,-0.273,-0.295,-0.033,-0.02
YJR035W,0.631,0.13,0.9435,1.926,0.766,-0.178,0.527,-0.7955
YOR322C,-0.749,-0.795,-0.407,0.032,-0.647,-0.877,-0.524,-0.578
YOL126C,0.651,1.203,1.177,0.953,1.112,-0.15,0.482,-0.444
YGR286C,-0.7755,-1.235,-1.4345,-1.1963,-1.335,-0.697,-0.1205,-0.2875
YKR030W,2.0655,2.697,1.191,0.161,-0.401,1.4266,1.4115,0.9567
YHR191C,0.0685,0.532,-0.04,0.3155,0.1615,-0.661,-0.3565,-0.4075
YBR008C,-0.089,0.181,-0.254,-0.217,-0.566,0.0194,0.414,0.515
YKL001C,0.326,0.9477,0.1467,1.5197,-0.7437,0.3247,0.0387,0.3203
YMR127C,-1.185,-0.56,-1.172,-1.539,-1.145,-0.721,-0.009,-0.052
YJR126C,-0.3745,-0.871,0.326,2.4315,0.328,-0.2795,-0.5015,-0.874
YGL249W,0.084,0.051,0.095,0.138,-0.256,0.342,-0.009,0.12
YKL193C,1.127,2.396,1.997,2.27,1.904,1.304,1.203,1.065
YPL031C,0.506,0.637,1.097,0.8268,0.408,0.817,0.029,-0.824
YMR209C,-0.084,-0.738,-0.5026,-0.552,-0.455,-0.618,-0.473,-0.341
YMR147W,0.114,-1.021,-0.121,0.447,-0.111,-0.278,0.185,0.21
YBR171W,-0.153,-0.229,-0.248,-0.167,-0.255,-0.996,0.059,-0.119
YNR041C,-0.018,0.6,0.469,0.159,-0.037,0.59,-0.229,-0.128
YGL118C,0.057,-0.01,-0.539,0.018,-0.36,-0.845,-0.318,-0.522
YLR019W,-0.226,0.306,0.543,0.012,-0.282,-0.009,-0.556,-0.64
YPR114W,-0.426,-0.32,-0.237,2.092,-0.494,-0.672,-0.54,-0.661
YGL057C,-0.158,0.395,0.204,0.4548,-0.205,-0.401,-0.115,-0.093
YJL022W,0.6605,1.044,0.195,1.438,0.156,0.3235,-0.0945,0.296
YKL225W,0.251,0.503,-0.525,0.027,-1.053,-0.293,-0.644,-0.122
YBR217W,0.472,0.05,-0.168,-0.107,0.038,-0.253,0.101,0.208
YDR211W,-0.427,-1.433,-1.478,-1.278,-1.063,-0.503,-0.138,-0.099
YKL165C,-0.5645,-0.8165,-0.7695,0.8205,-1.4665,-0.5185,-0.03,-0.5125
YBR246W,-0.634,0.123,-0.155,0.1335,-0.606,-0.252,-0.423,-0.58
YGL146C,0.867,1.156,1.376,1.364,0.779,0.634,-0.176,0.162
YPL223C,1.291,1.755,2.002,1.9713,1.704,2.112,0.59,0.27
YDR525W,-0.098,0.298,0.089,-0.1976,-0.456,-0.389,-0.918,-0.189
YOL060C,0.664,0.629,1.198,0.7,0.71,0.521,0.198,0.381
YLR182W,0.048,0.169,-0.073,0.6843,-0.302,-0.794,-0.187,-0.299
YLR218C,1.052,1.037,0.752,1.293,0.927,0.159,0.869,0.833
YPL168W,0.427,0.482,0.233,0.696,0.585,-0.075,0.198,0.259
YDL248W,1.0287,2.5867,1.3726,1.6503,1.2361,0.63,0.6887,-0.272
YLR073C,-1.343,-1.268,-1.822,-0.719,-1.961,-1.541,-0.728,-0.962
YLL022C,-0.399,-0.337,-1.197,3.792,-1.843,-0.965,-0.136,-0.699
YML035C,0.088,0.144,0.663,0.644,0.38,0.467,-0.114,-0.066
YIL021W,-0.307,-0.529,-0.783,-0.296,-0.4825,-0.572,-0.167,0.0435
YAL011W,0.211,0.342,0.205,0.004,-0.192,-0.268,0.497,-0.092
YHR162W,4.0125,3.135,0.8032,3.26,2.4813,2.4715,1.5619,2.085
YPR176C,-0.346,0.608,0.304,-0.028,-0.365,0.776,0.02,-0.003
YHR214W,0.0085,-0.8005,0.455,1.2385,0.8315,1.1415,0.6455,-0.302
YDR486C,-0.199,0.244,-0.18,0.147,0.039,-0.1802,-0.238,0.091
YGR178C,0.1085,-0.143,0.75,3.5885,0.4455,0.1425,0.427,0.5275
YPL108W,0.33,-1.24,-1.552,-0.0391,-0.767,-0.897,0.285,-0.122
YCR043C,-0.466,-0.387,-0.939,-1.0945,-1.129,-0.867,-0.436,-0.369
YDR389W,-0.001,0.18,0.131,-0.1,-0.24,0.066,-0.004,0.285
YGR055W,0.198,-0.107,0.119,0.274,0.268,0.585,0.537,0.044
YPL069C,0.388,0.98,-0.253,0.565,-0.62,-0.392,-0.729,-0.369
YNL237W,0.536,2.047,2.66,0.678,1.746,1.153,0.799,0.565
YDR165W,-0.822,-2.444,-3.154,-3.024,-2.85,-1.603,-0.594,-0.453
YBL090W,-0.014,0.47,0.239,0.716,0.205,0.143,0.343,0.75
YMR148W,0.882,1.418,1.203,2.179,0.867,0.777,0.235,-0.024
YPL188W,0.465,-0.231,0.164,0.767,0.571,0.462,0.401,0.084
YKL060C,0.4655,0.8625,0.9485,1.1355,0.4255,-0.1715,-0.151,-0.2995
YJR162C,0.075,0.113,-0.3177,-0.204,-0.6375,-1.951,-0.3155,-0.504
YGR141W,1.923,1.4235,0.8455,0.647,0.565,0.4765,0.464,0.5345
YHL036W,0.3,1.244,1.6045,1.453,1.4415,1.178,0.098,-0.07
YDR187C,-0.296,-0.528,-0.143,-0.447,-0.374,-0.494,-0.02,0.007
YJL015C,0.2905,1.173,1.578,1.5735,1.639,1.0085,0.363,0.1055
YDL078C,0.272,0.305,0.441,0.683,0.576,0.144,-0.119,-0.382
YOR079C,-0.484,0.9,-0.24,-0.431,-0.935,1.022,-0.799,-0.7
YBL025W,-0.206,-0.218,-0.147,-0.44,-0.187,-0.206,-0.047,0.161
YLR308W,2.418,3.021,2.0026,3.6281,2.0785,3.0,2.585,1.0
YCL001W,2.3145,2.019,-0.8155,0.785,0.4845,1.661,1.1975,-0.05
YDL001W,-0.001,-0.015,-0.297,0.061,-0.459,-0.139,-0.055,0.133
YLR246W,-0.174,0.975,1.001,0.587,0.174,0.613,0.296,0.245
YLR415C,0.081,0.552,0.923,0.032,-0.299,0.06,-0.418,-0.727
YIL024C,0.626,0.5655,-0.6285,0.6765,0.4,-0.0535,-0.157,0.0725
YOR319W,-0.251,0.246,-0.481,5.145,-0.696,-0.376,0.145,0.413
YDR274C,-0.365,-0.071,-0.3313,-0.392,-1.3183,-0.4427,0.18,0.4497
YMR163C,0.263,-0.009,-0.085,0.196,-0.267,-0.394,-0.054,-0.025
YJR011C,2.374,2.0605,1.1053,1.7348,1.04,2.0475,1.225,0.0585
YJR015W,1.1375,1.2685,0.5834,1.595,1.301,0.5745,0.9399,1.994
YOR302W,1.714,1.216,0.747,0.996,0.294,0.14,0.358,0.316
YKL050C,-0.01,1.036,-0.653,0.519,-0.758,-0.138,0.187,0.556
YOR354C,0.864,0.768,0.17,1.203,0.684,-0.351,1.84,-0.198
YGR180C,-0.0085,0.0655,-0.017,1.162,-0.3955,-1.361,-0.321,0.1685
YDR118W,0.218,0.098,-0.022,0.051,-0.059,-0.383,-0.091,-0.123
YMR138W,-0.34,-0.432,-1.13,-1.899,-1.115,-1.907,-0.782,-0.771
YJL172W,-0.0075,-0.07,0.943,1.8545,1.2045,1.399,0.8775,0.667
YHL031C,0.3975,0.965,0.862,0.8175,0.854,0.005,0.304,0.392
YJR120W,0.732,1.095,0.915,0.6313,0.0367,0.504,0.15,0.319
YGL031C,-0.055,-0.564,-1.911,-2.153,-2.424,-1.829,-0.89,-0.399
YDL049C,-0.157,0.31,0.261,0.259,-1.503,-1.047,-1.883,-0.495
YBR251W,0.064,0.392,0.441,-1.769,0.828,0.0,0.224,0.357
YDR379W,0.772,0.456,0.64,0.871,0.663,0.248,0.114,0.061
YDR097C,-0.308,-1.427,-1.67,-1.703,-2.079,-0.787,0.042,-0.412
YDL096C,-0.246,-1.854,-0.463,-0.437,-0.521,-0.128,0.087,-0.104
YOR340C,0.347,1.0915,-1.927,2.8635,-1.0405,-0.5455,0.2715,0.3495
YLR430W,0.6135,0.047,0.935,-0.0183,-0.9125,0.016,0.13,-0.063
YBR271W,-1.269,-2.097,-1.839,-1.411,-2.197,-1.614,-0.814,-0.367
YDL185W,0.29,-0.175,0.376,0.27,0.024,0.626,0.064,-0.264
YAL028W,0.85,1.145,0.827,0.491,0.839,0.436,0.453,0.115
YER046W,0.895,0.609,0.024,-0.019,-0.327,1.825,0.076,0.291
YJR067C,0.681,1.3347,0.626,0.7427,0.1367,0.6653,0.1173,-0.1043
YLR293C,0.241,0.025,-0.611,-0.901,-1.037,-1.294,-0.811,-0.735
YOR193W,0.407,0.731,-0.02,0.447,0.326,0.011,0.453,0.626
YNL244C,0.5685,0.847,0.0675,0.5071,-0.3835,-0.0205,0.734,-0.991
YIL064W,-0.686,-0.772,-2.354,-2.36,-2.7345,-1.6085,-0.773,-0.509
YNR061C,0.357,0.35,-0.226,-0.391,-0.826,-0.471,-0.804,-1.239
YDR279W,-0.507,-0.62,0.313,-1.689,-1.527,-0.433,-0.227,-0.331
YPL276W,0.638,0.159,0.2,0.718,0.216,-0.03,-0.035,-1.134
YAL038W,0.389,0.432,0.078,0.151,-0.004,-0.678,-0.409,-0.513
YJL213W,1.0863,2.3683,2.3033,2.1913,1.8687,1.293,0.8383,0.6433
YHR172W,0.4247,0.0043,0.1663,-0.3772,-0.963,-0.384,-0.2877,-0.5023
YGL141W,1.542,1.3255,0.9125,1.4695,0.0765,0.0725,-0.783,-0.5015
YNL224C,0.602,0.822,0.205,0.7937,0.682,-0.085,0.467,0.313
YOL059W,0.464,0.87,0.681,0.145,-0.163,0.25,-0.194,-0.226
YGL041C,0.066,0.528,0.227,0.0,0.241,-0.282,-0.068,0.036
YBL111C,-0.165,-0.46,0.248,-0.079,0.105,0.57,0.337,0.221
YHR073W,-0.3715,-0.4315,0.2995,-0.0855,0.0445,0.366,-0.0305,0.2035
YBR144C,0.12,0.085,0.489,-1.547,-0.429,-0.072,-0.521,-0.986
YLR451W,-0.3415,-0.7,-0.7875,-0.458,-0.546,-0.3295,0.0505,-0.016
YFR001W,-0.668,-1.696,-2.565,-2.31,-2.237,-1.779,-0.628,-0.003
YML064C,0.07,0.2,0.048,0.359,-0.411,-0.3,-0.329,0.022
YJL148W,-1.532,-3.4665,-2.7525,-2.493,-2.695,-1.757,-1.0555,-0.6015
YOR162C,0.722,0.355,0.862,1.117,0.744,0.166,0.433,0.391
YLR226W,0.059,-0.455,-0.4,-0.221,-0.592,-0.529,-0.097,-0.059
YOL046C,-0.028,-0.811,-0.19,-0.305,-0.485,-0.175,-0.173,-0.037
YBR098W,2.22,0.742,0.088,0.094,0.006,-5.492,0.104,0.214
YGR169C,-0.4605,-0.177,-0.3465,0.225,0.1115,-0.3855,0.1805,0.205
YLR077W,0.142,-0.044,0.043,2.013,0.117,-0.394,0.173,0.369
YNL277W,0.052,0.379,0.426,0.287,0.552,0.652,0.508,0.291
YOR304W,-0.025,0.064,-0.056,0.241,-0.1,-0.259,-0.005,0.128
YOR076C,0.258,0.382,0.397,0.685,0.445,-0.128,0.324,0.314
YBL005W,0.214,-1.723,-0.05,0.081,0.268,-0.092,0.356,0.603
YDL164C,-0.204,-0.591,-0.489,-0.86,-0.738,-0.122,-0.071,-0.349
YDR335W,0.387,0.049,0.69,0.115,0.443,0.301,0.15,-0.036
YGL114W,-0.672,-0.961,0.083,-0.409,-0.288,0.139,-0.521,-0.331
YLR129W,-2.09,-4.191,-4.096,-2.921,-3.022,-1.526,-0.593,-0.27
YDL144C,0.37,0.6475,0.8725,0.7915,0.6135,1.007,0.6515,-0.018
YGL148W,-0.198,-1.023,-1.712,-2.044,-2.027,-1.656,-0.461,-0.415
YER134C,0.3715,0.9285,0.712,0.742,0.0895,-0.089,-0.1045,-0.332
YLL042C,0.256,0.394,-0.704,-0.767,-0.621,-0.647,-0.916,-0.459
YDR133C,1.772,2.81,2.161,1.662,0.86,0.28,-0.004,0.12
YBR260C,-0.199,0.397,0.532,0.207,0.031,-0.124,0.031,-0.054
YPL243W,-0.618,-0.847,-0.78,-0.853,-1.043,-0.701,-1.555,-0.547
YER166W,0.3205,0.205,0.128,0.839,0.019,0.219,0.6485,0.453
YOR288C,0.902,1.411,1.784,2.009,1.793,1.162,1.069,0.636
YJR115W,1.311,1.6785,1.0015,1.6455,-0.0105,0.073,-0.3635,-0.3055
YOR152C,1.732,4.248,1.8555,2.41,2.6743,3.907,1.4923,2.053
YPL116W,0.578,0.355,0.539,1.406,0.933,1.214,0.768,0.864
YLR109W,0.81,1.41,1.275,1.547,1.363,0.606,0.066,-0.377
YDL098C,0.502,0.008,-0.406,1.2559,0.404,0.224,0.192,0.232
YML131W,1.149,1.604,1.256,0.739,0.744,-0.194,-0.931,-0.881
YGR258C,0.496,0.7205,1.213,1.404,1.112,0.689,0.381,0.559
YDL222C,2.205,4.852,5.532,5.359,5.486,4.18,1.515,0.834
YPR012W,1.223,1.0435,1.185,2.4199,1.435,0.725,0.8565,1.383
YGL254W,-0.055,-1.323,-0.212,0.885,-0.274,-0.05,0.186,0.025
YOR096W,-0.266,-1.169,-2.282,-2.122,-2.106,-1.624,-0.668,-0.375
YGR115C,-0.0515,-0.854,-0.5775,-0.3975,-0.353,-0.5495,-0.2615,-0.409
YER037W,3.218,3.6,3.495,4.024,3.397,1.996,1.473,2.169
YKL182W,0.269,-1.177,-1.693,-1.036,-1.71,-0.237,0.267,-0.37
YGR105W,-0.2055,-0.137,-0.8325,-0.585,-0.439,-0.434,0.017,-0.0115
YBR256C,0.316,0.935,0.732,0.859,0.595,0.084,0.163,0.545
YMR113W,-0.56,0.289,0.099,-0.253,-0.557,-0.022,-0.111,-0.408
YNL264C,0.152,1.038,0.657,0.478,-0.047,0.295,-0.34,-0.323
YHR163W,-0.0455,0.669,0.2425,0.112,-0.259,-0.199,-0.0475,0.0055
YJR075W,-0.0655,-0.037,-0.2093,-0.1875,-0.352,-0.7935,0.1685,0.148
YLR112W,0.798,0.609,0.29,-0.051,-0.122,-0.202,0.225,0.374
YDR046C,-0.322,-1.434,-0.663,-0.688,-0.585,-0.003,-0.319,-0.467
YMR266W,0.2365,-0.5905,0.1565,3.134,-0.354,-0.9195,-0.003,-1.0365
YBL095W,0.286,0.369,0.58,0.406,0.518,-0.187,0.693,0.733
YCR064C,-0.758,-0.358,-0.506,-0.149,-0.491,-1.354,-0.145,-0.092
YPR032W,-0.293,0.325,0.472,3.147,0.294,1.461,0.018,-0.092
YCR098C,-0.335,0.413,0.637,0.236,-0.075,0.4056,0.263,-0.061
YHR161C,1.1265,1.6335,1.892,1.6745,1.398,0.9305,0.5435,0.431
YBR084C-A,0.055,-0.841,-1.859,-1.567,-1.607,-1.556,-0.545,-0.016
YMR243C,-0.572,-1.524,-1.311,-1.508,-1.508,-1.217,-0.827,-1.01
YHR182W,0.016,-0.245,-0.1525,0.1135,-0.006,0.137,0.551,0.7825
YOL077C,-1.563,-4.404,-5.439,-5.781,-5.04,-2.828,-1.344,-0.859
YNL198C,1.348,0.578,-0.614,0.142,-0.881,-0.436,-0.544,-0.399
YGL209W,0.9485,0.5655,-0.226,-0.0375,0.0355,0.2845,0.158,0.1215
YDR502C,-0.142,-1.136,-1.091,-0.592,-0.863,0.439,0.147,-0.234
YDR420W,1.1555,1.979,0.6251,0.2625,0.477,0.0635,-0.239,0.1179
YDR490C,0.839,1.322,1.631,1.481,1.32,-1.078,0.593,0.487
YBR145W,0.279,1.374,1.136,-0.386,0.631,0.444,0.149,-0.096
YLR172C,-0.39,-0.468,-1.266,-1.1935,-1.945,-1.237,-0.724,-0.76
YBR181C,-0.07,-1.139,-2.142,-1.997,-2.16,-1.949,-0.79,-0.175
YKL168C,0.648,0.731,2.35,1.3021,1.08,0.465,0.222,0.139
YEL039C,1.819,2.813,2.494,2.035,1.728,1.208,0.348,0.021
YNR051C,-1.03,-0.917,-0.717,-0.669,-0.998,-1.214,-1.129,-0.995
YPL137C,0.9295,0.2495,0.547,0.794,0.521,1.1485,0.289,0.246
YPL237W,-0.289,-1.534,-2.227,-1.754,-1.872,-1.513,-0.959,-0.733
YLR264W,-0.006,0.077,-1.088,-3.819,-1.77,-1.106,-0.705,-0.748
YJL076W,-0.217,-1.992,-1.045,-0.03,-1.034,-0.4885,-0.24,-0.2225
YNL143C,-0.664,-0.39,-1.403,-3.122,-0.206,-0.524,-0.547,-0.701
YDR455C,-0.111,-0.541,0.078,-0.244,-0.601,-0.205,-0.601,-0.535
YMR044W,0.421,0.13,0.167,2.705,0.0,-0.385,-0.037,-0.038
YBR263W,-0.221,-1.045,-1.347,-1.438,-1.327,-1.153,-0.389,-0.267
YGL198W,0.404,1.039,1.24,0.903,0.815,0.237,0.208,-0.135
YLR351C,-0.062,0.185,-0.065,0.001,0.143,-0.209,0.158,0.024
YCL035C,0.963,2.346,1.948,1.296,2.433,1.628,1.458,1.45
YJR001W,-0.097,-0.098,0.3765,-0.201,-0.3555,0.3155,-0.052,0.055
YIL129C,-0.353,-0.159,-0.3763,-0.503,-0.62,-0.2293,-0.3497,-0.0283
YCR001W,1.2963,2.3913,1.0713,1.7407,0.5097,-0.0327,0.1523,1.217
YER020W,1.481,1.397,1.699,1.673,1.636,0.966,0.94,0.927
YNR042W,-0.059,0.097,0.203,0.424,0.139,-0.106,-0.067,-0.031
YJL101C,-0.355,-0.38,2.666,-0.247,-0.413,-0.139,-0.835,-0.9845
YLL020C,1.269,2.301,2.175,0.635,1.787,1.146,0.84,0.707
YEL056W,-0.223,-0.435,-0.207,-0.242,-0.42,-0.458,-0.284,-0.432
YIL149C,0.2185,-0.066,-0.2595,0.736,0.03,0.0485,0.0305,0.199
YGL014W,-1.51,-2.025,-1.207,-1.749,-1.344,-1.162,-0.691,-0.895
YGL116W,-0.272,-0.037,-0.482,-0.495,-0.53,-0.787,-0.609,0.333
YPR189W,0.803,0.6905,-0.183,0.332,0.226,0.818,0.0125,0.5125
YER030W,0.748,0.759,0.235,0.875,0.887,0.173,0.919,1.438
YIL080W,-0.089,0.3185,0.0185,0.3265,-0.439,-0.0365,0.026,0.1535
YMR130W,-0.527,-0.396,-0.751,-0.337,-1.039,-0.462,-0.638,-0.342
YMR074C,-0.168,0.125,-0.279,-0.188,-0.354,-0.476,-0.172,-0.119
YGL093W,0.654,0.897,2.173,0.897,0.735,0.56,1.01,0.643
YBR140C,0.801,0.486,0.274,0.948,0.1155,-0.015,0.1805,0.016
YGL045W,0.582,0.092,0.367,-0.013,0.11,0.134,0.388,-0.121
YDL046W,0.22,1.197,1.719,1.356,1.328,0.437,-0.091,-0.127
YFR024C-A,0.385,0.881,1.256,1.127,1.17,1.1,0.681,0.501
YJL026W,0.1715,0.705,0.465,-0.2065,-0.4105,0.0325,0.198,-0.0645
YIL109C,-0.208,-0.5135,0.431,1.25,-0.0895,0.5655,0.027,-0.129
YLR106C,0.812,0.1695,-0.293,1.6105,-0.2625,-0.357,-0.201,-0.6765
YJR004C,-0.374,-0.464,-0.3735,-0.232,-0.467,-0.813,-0.403,-0.1375
YBR244W,-0.347,-0.592,-1.374,-0.0806,-1.607,-1.331,-1.316,-1.56
YDR173C,0.528,0.609,0.442,0.622,0.401,0.397,0.681,0.723
YAL045C,-0.087,0.632,0.124,0.257,-0.259,0.487,0.517,0.298
YHL016C,-0.1255,0.315,0.3115,0.059,-0.118,0.37,0.2865,0.006
YPL278C,0.231,0.481,0.018,0.532,-0.019,-0.012,0.155,-0.223
YOR292C,0.833,1.476,1.86,1.557,1.352,0.862,0.558,-0.045
YER103W,5.135,6.316,6.403,1.634,4.997,2.674,2.0,1.683
YMR306W,-0.1095,-0.783,-0.375,0.2005,-0.043,-0.171,0.165,1.0885
YJL042W,1.291,0.4007,0.9622,1.0717,0.8507,0.157,0.3193,0.3273
YGL247W,-0.214,0.319,-0.445,-0.035,-0.643,0.16,-0.065,0.566
YJR063W,-1.304,-2.0025,-2.675,-1.716,-2.1255,-1.323,-0.3485,-0.4945
YKR005C,3.801,3.183,3.524,5.672,4.17,1.0,1.6913,3.059
YBR176W,0.127,0.484,0.526,0.327,0.113,0.318,0.546,0.365
YFR039C,0.05,0.0,0.135,1.937,-0.258,-0.222,-0.042,0.178
YOL158C,0.151,0.604,0.853,0.212,0.236,-0.492,-0.139,-0.076
YER171W,-0.282,-1.221,-0.877,-0.837,-0.72,-0.645,-0.299,0.117
YLR183C,-0.4,-1.853,-1.888,-0.729,-1.938,-1.336,0.094,-0.646
YGR062C,0.8255,1.7385,0.047,0.981,-0.011,0.492,0.0275,-0.4745
YML077W,0.5975,0.637,0.1775,1.637,-0.281,-1.402,0.0185,0.743
YLR341W,0.231,0.742,0.02,-0.541,-0.274,-0.208,0.626,0.248
YHR008C,0.6753,1.1433,1.2543,1.746,0.8087,0.2643,-0.2127,-0.6313
YNR017W,-0.594,-0.051,-0.16,-0.502,-0.612,0.11,-0.596,-0.843
YLR092W,1.049,1.573,0.908,1.962,0.38,1.232,0.13,0.639
YGR280C,-0.637,-1.607,-2.8485,0.119,-2.412,-2.7255,-0.9395,-0.5335
YER098W,0.721,1.323,1.507,1.4668,1.138,0.795,0.585,0.151
YER118C,-0.401,-0.462,-0.641,-1.014,-1.194,-0.316,-0.143,-0.222
YAL025C,-1.696,-1.718,-3.328,-2.551,-3.541,-1.491,-0.714,-0.332
YER025W,-0.14,-1.621,-1.991,-1.81,-1.92,-0.814,-0.724,-0.609
YJR013W,1.3155,1.7385,-0.99,3.5425,1.472,1.0995,-0.4695,1.7125
YMR057C,2.064,0.267,0.406,0.018,0.3,-1.503,-0.077,-1.1498
YKL095W,0.307,0.172,0.567,0.81,0.788,0.161,0.39,0.264
YAR003W,-0.253,0.314,-0.14,-0.134,-0.795,-0.188,-0.585,-0.673
YMR173W-A,1.244,2.22,1.914,2.503,2.322,1.561,1.536,1.319
YOL068C,-0.296,-0.446,-0.239,0.151,0.018,-0.215,-0.307,-0.44
YDL236W,-0.004,-0.211,-0.511,-0.237,-0.635,-0.648,0.076,-0.23
YJL019W,0.08,0.181,-0.4855,-0.381,-1.042,1.1295,-0.062,-0.154
YMR075C-A,0.561,0.823,-1.799,0.716,-0.144,0.091,0.912,2.155
YGR112W,1.064,1.424,0.585,1.5375,1.3455,0.721,0.8475,0.646
YGR196C,0.352,0.567,0.3335,1.2058,0.222,0.66,0.0475,-0.0585
YHL017W,0.254,0.4615,0.5865,0.4665,0.3295,-0.059,0.2185,0.1065
YHR021C,-0.974,-1.016,-1.958,-1.584,-1.8445,-1.934,-1.242,-1.156
YGL182C,0.519,-0.435,0.107,0.438,-0.022,-0.314,-0.107,-0.184
YNL108C,0.063,0.11,-0.303,-0.619,-0.784,-0.897,-0.263,-0.172
YAR068W,0.295,0.887,1.547,1.254,1.261,1.316,0.731,0.439
YBR149W,0.644,1.97,2.19,1.7876,2.036,1.722,0.466,0.226
YGR013W,0.097,0.402,0.329,0.464,0.348,-0.5,0.206,0.084
YDR057W,0.013,0.642,0.3,0.1481,0.005,0.3,-0.259,0.168
YGL068W,-0.334,-0.031,0.058,0.4086,0.4,0.226,0.239,0.275
YNL267W,0.144,0.528,0.284,0.203,-0.123,-0.205,0.0,-0.263
YHL006C,0.4285,0.7395,0.3275,0.403,0.0965,0.2925,0.4005,0.116
YOR247W,-0.27,-0.172,-0.687,-1.201,-1.345,-1.036,-0.511,-0.803
YOR011W,0.117,-0.839,-0.83,-0.049,-1.756,-0.308,-0.805,-0.83
YNL140C,-0.687,0.199,0.029,-0.2503,-0.412,-0.061,-0.329,-0.391
YCL064C,-0.043,1.13,1.643,1.698,1.614,0.179,0.731,1.224
YHR036W,0.2933,0.656,-0.6883,2.2998,-0.4627,0.5793,0.245,0.2407
YDL119C,0.284,0.825,0.519,0.4999,0.17,0.271,-0.34,0.071
YGR121C,0.9475,1.3405,1.339,1.4295,0.996,0.8365,0.5465,0.4645
YDR509W,0.566,0.0935,0.233,0.5685,-0.009,-0.0295,-0.333,-0.3725
YJL122W,-2.3145,-2.271,-3.1605,-2.3075,-2.6115,-1.7245,-1.1505,-0.9525
YLR234W,-0.279,-0.142,0.077,-0.177,-0.382,0.497,0.362,0.442
YML013W,0.126,0.581,1.303,0.684,0.878,0.44,0.121,0.298
YHR015W,0.497,0.9697,0.2247,0.1244,-0.3317,0.9027,0.0273,0.3633
YCL027W,-0.5775,-0.146,0.082,-1.1245,-0.133,0.0735,-0.3355,-0.687
YPL067C,1.024,1.917,0.8,0.771,0.155,0.977,1.139,1.053
YBR110W,-0.342,0.105,0.18,-0.122,-0.097,-0.145,-0.132,-0.27
YDR163W,0.278,0.712,-0.124,0.599,0.247,-0.184,0.688,0.38
YJL204C,0.4175,0.174,-0.6505,0.6615,0.38,-0.102,0.564,0.491
YIL097W,1.7225,2.275,2.1145,-0.0095,1.996,0.392,0.8805,0.6885
YOR159C,-0.189,0.37,-0.453,-0.375,-0.565,-0.386,-0.586,-0.181
YPR060C,-0.404,-0.286,-0.966,-0.88,-1.302,-0.246,0.088,0.015
YFL039C,0.195,0.743,0.71,0.217,0.1,0.511,-0.251,-0.199
YJL086C,0.37,-0.113,-0.214,-0.1455,0.397,0.2495,0.238,0.616
YKL133C,1.069,1.477,1.346,1.651,1.704,0.257,-0.102,0.287
YDR121W,-0.631,-0.968,-1.673,-1.476,-1.631,-0.962,-0.419,0.139
YDR300C,-0.21,-1.677,-3.037,-2.814,-2.562,-1.16,-0.292,0.018
YJR062C,0.6145,1.02,1.237,0.9655,0.7295,0.2935,0.091,0.0265
YKL135C,-0.164,-0.564,0.045,-0.021,0.062,-0.313,-0.218,0.049
YFL029C,0.4685,0.6825,0.919,1.1125,0.074,0.6335,-1.6365,-0.043
YIL060W,-0.2975,0.0265,-0.0395,-0.1435,-0.304,0.035,0.0445,0.1735
YMR253C,0.397,0.335,0.856,1.29,0.392,0.462,0.311,-0.008
YPR129W,0.553,0.76,0.017,2.759,-0.244,-1.04,-0.131,-0.138
YER173W,-0.484,-0.479,-0.339,-0.566,-0.605,-0.634,0.049,0.17
YMR095C,-0.532,-0.52,0.139,0.424,-0.455,0.33,-0.135,0.151
YNL117W,0.742,0.72,0.901,0.305,0.368,0.188,0.444,-0.135
YBR270C,-0.499,-0.327,-0.079,0.052,-0.369,0.0,-0.018,-0.048
YPL181W,0.8275,1.4635,-0.0985,0.469,0.5135,0.2485,0.107,0.3902
YBR132C,1.788,2.202,3.266,2.873,2.872,1.659,0.815,0.527
YNL317W,0.178,-0.234,0.15,0.893,0.292,0.042,-0.005,-0.241
YOR068C,0.584,0.617,0.334,0.589,0.139,-0.178,0.085,0.109
YHR051W,0.5035,1.5435,1.3665,1.1595,1.0225,0.396,0.2215,0.0365
YPL022W,1.0205,0.6335,0.138,1.996,0.679,0.6565,0.7315,1.371
YHR071W,0.2355,1.3195,1.4645,1.1025,1.085,0.4645,0.283,-0.02
YJL126W,-0.233,0.268,0.0755,0.257,0.1355,-0.0005,0.0385,0.0435
YDL180W,0.5405,0.98,1.1985,0.9855,0.697,0.906,0.0595,-0.0735
YDL189W,-0.406,-0.494,-0.444,-0.265,-0.725,-0.418,-0.529,-0.053
